,pullid,pulls_number,pulltitle,pullsbody,pullsuserlogin,pullsuserid,pullauthordate,author_association,merged_status,stats_addns,stats_delns,stats_changed_files,pull_repo_desc,pull_repo_lang,pull_commit_sha,pull_commit_message
0,https://api.github.com/repos/mozilla/libdweb/pulls/112,112,Bump y18n from 3.2.1 to 3.2.2,"Bumps [y18n](https://github.com/yargs/y18n) from 3.2.1 to 3.2.2.
<details>
<summary>Commits</summary>
<ul>
<li>See full diff in <a href=""https://github.com/yargs/y18n/commits"">compare view</a></li>
</ul>
</details>
<details>
<summary>Maintainer changes</summary>
<p>This version was pushed to npm by <a href=""https://www.npmjs.com/~oss-bot"">oss-bot</a>, a new releaser for y18n since your current version.</p>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=y18n&package-manager=npm_and_yarn&previous-version=3.2.1&new-version=3.2.2)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/mozilla/libdweb/network/alerts).

</details>",dependabot[bot],49699333,2021-03-30T14:56:42Z,NONE,False,3,3,1,Extension containing an experimental libdweb APIs,JavaScript,7a45c88bbfd74be8efa4970cacecb92aa262c8fd,"Bump y18n from 3.2.1 to 3.2.2

Bumps [y18n](https://github.com/yargs/y18n) from 3.2.1 to 3.2.2.
- [Release notes](https://github.com/yargs/y18n/releases)
- [Changelog](https://github.com/yargs/y18n/blob/master/CHANGELOG.md)
- [Commits](https://github.com/yargs/y18n/commits)

Signed-off-by: dependabot[bot] <support@github.com>"
1,https://api.github.com/repos/mozilla/libdweb/pulls/111,111,Bump ini from 1.3.5 to 1.3.7,"Bumps [ini](https://github.com/isaacs/ini) from 1.3.5 to 1.3.7.
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/npm/ini/commit/c74c8af35f32b801a7e82a8309eab792a95932f6""><code>c74c8af</code></a> 1.3.7</li>
<li><a href=""https://github.com/npm/ini/commit/024b8b55ac1c980c6225607b007714c54eb501ba""><code>024b8b5</code></a> update deps, add linting</li>
<li><a href=""https://github.com/npm/ini/commit/032fbaf5f0b98fce70c8cc380e0d05177a9c9073""><code>032fbaf</code></a> Use Object.create(null) to avoid default object property hazards</li>
<li><a href=""https://github.com/npm/ini/commit/2da90391ef70db41d10f013e3a87f9a8c5d01a72""><code>2da9039</code></a> 1.3.6</li>
<li><a href=""https://github.com/npm/ini/commit/cfea636f534b5ca7550d2c28b7d1a95d936d56c6""><code>cfea636</code></a> better git push script, before publish instead of after</li>
<li><a href=""https://github.com/npm/ini/commit/56d2805e07ccd94e2ba0984ac9240ff02d44b6f1""><code>56d2805</code></a> do not allow invalid hazardous string as section name</li>
<li>See full diff in <a href=""https://github.com/isaacs/ini/compare/v1.3.5...v1.3.7"">compare view</a></li>
</ul>
</details>
<details>
<summary>Maintainer changes</summary>
<p>This version was pushed to npm by <a href=""https://www.npmjs.com/~isaacs"">isaacs</a>, a new releaser for ini since your current version.</p>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=ini&package-manager=npm_and_yarn&previous-version=1.3.5&new-version=1.3.7)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/mozilla/libdweb/network/alerts).

</details>",dependabot[bot],49699333,2020-12-11T03:30:53Z,NONE,False,3,3,1,Extension containing an experimental libdweb APIs,JavaScript,b001116859607b8e0669922f17ebc4a6dd60c104,"Bump ini from 1.3.5 to 1.3.7

Bumps [ini](https://github.com/isaacs/ini) from 1.3.5 to 1.3.7.
- [Release notes](https://github.com/isaacs/ini/releases)
- [Commits](https://github.com/isaacs/ini/compare/v1.3.5...v1.3.7)

Signed-off-by: dependabot[bot] <support@github.com>"
2,https://api.github.com/repos/mozilla/libdweb/pulls/110,110,Bump https-proxy-agent from 2.2.1 to 2.2.4,"Bumps [https-proxy-agent](https://github.com/TooTallNate/node-https-proxy-agent) from 2.2.1 to 2.2.4.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/TooTallNate/node-https-proxy-agent/releases"">https-proxy-agent's releases</a>.</em></p>
<blockquote>
<h2>2.2.4</h2>
<h3>Patches</h3>
<ul>
<li>Add <code>.editorconfig</code> file: a0d4a20458498fc31e5721471bd2b655e992d44b</li>
<li>Add <code>.eslintrc.js</code> file: eecea74a1db1c943eaa4f667a561fd47c33da897</li>
<li>Use a <code>net.Socket</code> instead of a plain <code>EventEmitter</code> for replaying proxy errors: <a href=""https://github-redirect.dependabot.com/TooTallNate/node-https-proxy-agent/issues/83"">#83</a></li>
<li>Remove unused <code>stream</code> module: 9fdcd47bd813e9979ee57920c69e2ee2e0683cd4</li>
</ul>
<h3>Credits</h3>
<p>Huge thanks to <a href=""https://github.com/lpinca"">@lpinca</a> for helping!</p>
<h2>2.2.3</h2>
<h3>Patches</h3>
<ul>
<li>Update README with actual <code>secureProxy</code> behavior: <a href=""https://github-redirect.dependabot.com/TooTallNate/node-https-proxy-agent/issues/65"">#65</a></li>
<li>Update <code>proxy</code> to v1.0.0: d0e3c18079119057b05582cb72d4fda21dfc2546</li>
<li>Remove unreachable code: 46aad0988b471f042856436cf3192b0e09e36fe6</li>
<li>Test on Node.js 10 and 12: 3535951e482ea52af4888938f59649ed92e81b2b</li>
<li>Fix compatibility with Node.js &gt;= 10.0.0: <a href=""https://github-redirect.dependabot.com/TooTallNate/node-https-proxy-agent/issues/73"">#73</a></li>
<li>Use an <code>EventEmitter</code> to replay failed proxy connect HTTP requests: <a href=""https://github-redirect.dependabot.com/TooTallNate/node-https-proxy-agent/issues/77"">#77</a></li>
</ul>
<h3>Credits</h3>
<p>Huge thanks to <a href=""https://github.com/stoically"">@stoically</a>, <a href=""https://github.com/lpinca"">@lpinca</a>, and <a href=""https://github.com/zkochan"">@zkochan</a> for helping!</p>
<h2>2.2.2</h2>
<h3>Patches</h3>
<ul>
<li>Remove <code>package-lock.json</code>: c881009b9873707f5c4a0e9c277dde588e1139c7</li>
<li>Ignore test directory, History.md and .travis.yml when creating npm package. Fixes <a href=""https://github-redirect.dependabot.com/TooTallNate/node-https-proxy-agent/issues/42"">#42</a>: <a href=""https://github-redirect.dependabot.com/TooTallNate/node-https-proxy-agent/issues/45"">#45</a></li>
<li>Update <code>agent-base</code> to v4.2: <a href=""https://github-redirect.dependabot.com/TooTallNate/node-https-proxy-agent/issues/50"">#50</a></li>
<li>Add TypeScript type definitions: <a href=""https://github-redirect.dependabot.com/TooTallNate/node-https-proxy-agent/issues/66"">#66</a></li>
<li>Feat(typescript): Allow input to be options or string: <a href=""https://github-redirect.dependabot.com/TooTallNate/node-https-proxy-agent/issues/68"">#68</a></li>
<li>Update <code>agent-base</code> to v4.3: <a href=""https://github-redirect.dependabot.com/TooTallNate/node-https-proxy-agent/issues/69"">#69</a></li>
</ul>
<h3>Credits</h3>
<p>Huge thanks to <a href=""https://github.com/marco-c"">@marco-c</a>, <a href=""https://github.com/tareqhs"">@tareqhs</a>, <a href=""https://github.com/ianhowe76"">@ianhowe76</a>, and <a href=""https://github.com/BYK"">@BYK</a> for helping!</p>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/TooTallNate/node-https-proxy-agent/commit/4c4cce8cb60fd3ac6171e4428f972698eb49f45a""><code>4c4cce8</code></a> 2.2.4</li>
<li><a href=""https://github.com/TooTallNate/node-https-proxy-agent/commit/9fdcd47bd813e9979ee57920c69e2ee2e0683cd4""><code>9fdcd47</code></a> Remove unused <code>stream</code> module</li>
<li><a href=""https://github.com/TooTallNate/node-https-proxy-agent/commit/34ea8841922fb6447563b0521f972ac3a6062303""><code>34ea884</code></a> Use a <code>net.Socket</code> instead of a plain <code>EventEmitter</code> for replaying proxy erro...</li>
<li><a href=""https://github.com/TooTallNate/node-https-proxy-agent/commit/4296770b6a0e631e3f8e7bd6cfd41ac8e91a3ec4""><code>4296770</code></a> Prettier</li>
<li><a href=""https://github.com/TooTallNate/node-https-proxy-agent/commit/eecea74a1db1c943eaa4f667a561fd47c33da897""><code>eecea74</code></a> Add <code>.eslintrc.js</code> file</li>
<li><a href=""https://github.com/TooTallNate/node-https-proxy-agent/commit/a0d4a20458498fc31e5721471bd2b655e992d44b""><code>a0d4a20</code></a> Add <code>.editorconfig</code> file</li>
<li><a href=""https://github.com/TooTallNate/node-https-proxy-agent/commit/0d8e8bfe8b12e6ffe79a39eb93068cdf64c17e78""><code>0d8e8bf</code></a> 2.2.3</li>
<li><a href=""https://github.com/TooTallNate/node-https-proxy-agent/commit/850b8359b7d0467d721705106b58f4c7cfb937dd""><code>850b835</code></a> Revert &quot;Use Mocha 5 for Node 4 support&quot;</li>
<li><a href=""https://github.com/TooTallNate/node-https-proxy-agent/commit/f5f56fa48ea4d2a61c385938e7753f5c1fe049d6""><code>f5f56fa</code></a> Remove Node 4 from Travis</li>
<li><a href=""https://github.com/TooTallNate/node-https-proxy-agent/commit/bb837b984bd868ad69080812eb8eab01181b21d7""><code>bb837b9</code></a> Revert &quot;Remove Node 4 from Travis&quot;</li>
<li>Additional commits viewable in <a href=""https://github.com/TooTallNate/node-https-proxy-agent/compare/2.2.1...2.2.4"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=https-proxy-agent&package-manager=npm_and_yarn&previous-version=2.2.1&new-version=2.2.4)](https://help.github.com/articles/configuring-automated-security-fixes)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/mozilla/libdweb/network/alerts).

</details>",dependabot[bot],49699333,2020-04-16T12:25:30Z,NONE,False,21,11,1,Extension containing an experimental libdweb APIs,JavaScript,933aecd5754d602a22a8d1cdb5d1774f45030db5,"Bump https-proxy-agent from 2.2.1 to 2.2.4

Bumps [https-proxy-agent](https://github.com/TooTallNate/node-https-proxy-agent) from 2.2.1 to 2.2.4.
- [Release notes](https://github.com/TooTallNate/node-https-proxy-agent/releases)
- [Commits](https://github.com/TooTallNate/node-https-proxy-agent/compare/2.2.1...2.2.4)

Signed-off-by: dependabot[bot] <support@github.com>"
3,https://api.github.com/repos/mozilla/libdweb/pulls/108,108,Implement TCP and UDP sockets in parent process,"The current `TCPSocket` and `UDPSocket` implements run in the extension child process. This is fine for debugging, but we found that when running in a release browser with the process sandbox enabled then this process was blocked from opening sockets on Mac and Linux, meaning the APIs did not work.

This PR fixes this issue by implementing both `TCPSocket` and `UDPSocket` APIs in the parent process. The API exposed by the child to the extension has not changed, but now everything is shipped up to the parent, which then pushes data back to the child.

 * Whether this introduces an additional performance cost, I do not know. I didn't do any performance benchmarks, but also didn't see much change in the dat-webext extension after adopting these changes.
 * The original test suite is passing as-is, but there may be untested regressions I have overlooked. I'm not 100% that the error handling behaves as before.
 * I omitted flow types for the internal parent-process APIs. If you think they're useful I could add that. The flow check is passing at the moment.",sammacbeth,248111,2019-09-02T12:31:41Z,CONTRIBUTOR,False,1660,1281,9,Extension containing an experimental libdweb APIs,JavaScript,f48e6cf9b339b6e21bb160d0f1c4d9a078d41fb8,TCPSocket in parent process
4,https://api.github.com/repos/mozilla/libdweb/pulls/108,108,Implement TCP and UDP sockets in parent process,"The current `TCPSocket` and `UDPSocket` implements run in the extension child process. This is fine for debugging, but we found that when running in a release browser with the process sandbox enabled then this process was blocked from opening sockets on Mac and Linux, meaning the APIs did not work.

This PR fixes this issue by implementing both `TCPSocket` and `UDPSocket` APIs in the parent process. The API exposed by the child to the extension has not changed, but now everything is shipped up to the parent, which then pushes data back to the child.

 * Whether this introduces an additional performance cost, I do not know. I didn't do any performance benchmarks, but also didn't see much change in the dat-webext extension after adopting these changes.
 * The original test suite is passing as-is, but there may be untested regressions I have overlooked. I'm not 100% that the error handling behaves as before.
 * I omitted flow types for the internal parent-process APIs. If you think they're useful I could add that. The flow check is passing at the moment.",sammacbeth,248111,2019-09-02T12:31:41Z,CONTRIBUTOR,False,1660,1281,9,Extension containing an experimental libdweb APIs,JavaScript,c6b17e9c1272109795f1ca0e2870ebae74b922dd,Parent UDP implementation - passing tests
5,https://api.github.com/repos/mozilla/libdweb/pulls/108,108,Implement TCP and UDP sockets in parent process,"The current `TCPSocket` and `UDPSocket` implements run in the extension child process. This is fine for debugging, but we found that when running in a release browser with the process sandbox enabled then this process was blocked from opening sockets on Mac and Linux, meaning the APIs did not work.

This PR fixes this issue by implementing both `TCPSocket` and `UDPSocket` APIs in the parent process. The API exposed by the child to the extension has not changed, but now everything is shipped up to the parent, which then pushes data back to the child.

 * Whether this introduces an additional performance cost, I do not know. I didn't do any performance benchmarks, but also didn't see much change in the dat-webext extension after adopting these changes.
 * The original test suite is passing as-is, but there may be untested regressions I have overlooked. I'm not 100% that the error handling behaves as before.
 * I omitted flow types for the internal parent-process APIs. If you think they're useful I could add that. The flow check is passing at the moment.",sammacbeth,248111,2019-09-02T12:31:41Z,CONTRIBUTOR,False,1660,1281,9,Extension containing an experimental libdweb APIs,JavaScript,acd02c118c87a6baee5952fb9a90e8134c13213d,Fixes
6,https://api.github.com/repos/mozilla/libdweb/pulls/108,108,Implement TCP and UDP sockets in parent process,"The current `TCPSocket` and `UDPSocket` implements run in the extension child process. This is fine for debugging, but we found that when running in a release browser with the process sandbox enabled then this process was blocked from opening sockets on Mac and Linux, meaning the APIs did not work.

This PR fixes this issue by implementing both `TCPSocket` and `UDPSocket` APIs in the parent process. The API exposed by the child to the extension has not changed, but now everything is shipped up to the parent, which then pushes data back to the child.

 * Whether this introduces an additional performance cost, I do not know. I didn't do any performance benchmarks, but also didn't see much change in the dat-webext extension after adopting these changes.
 * The original test suite is passing as-is, but there may be untested regressions I have overlooked. I'm not 100% that the error handling behaves as before.
 * I omitted flow types for the internal parent-process APIs. If you think they're useful I could add that. The flow check is passing at the moment.",sammacbeth,248111,2019-09-02T12:31:41Z,CONTRIBUTOR,False,1660,1281,9,Extension containing an experimental libdweb APIs,JavaScript,098e0e49684a5ccb142cee7cb488409cddf27be2,Fix flow errors for UDP
7,https://api.github.com/repos/mozilla/libdweb/pulls/108,108,Implement TCP and UDP sockets in parent process,"The current `TCPSocket` and `UDPSocket` implements run in the extension child process. This is fine for debugging, but we found that when running in a release browser with the process sandbox enabled then this process was blocked from opening sockets on Mac and Linux, meaning the APIs did not work.

This PR fixes this issue by implementing both `TCPSocket` and `UDPSocket` APIs in the parent process. The API exposed by the child to the extension has not changed, but now everything is shipped up to the parent, which then pushes data back to the child.

 * Whether this introduces an additional performance cost, I do not know. I didn't do any performance benchmarks, but also didn't see much change in the dat-webext extension after adopting these changes.
 * The original test suite is passing as-is, but there may be untested regressions I have overlooked. I'm not 100% that the error handling behaves as before.
 * I omitted flow types for the internal parent-process APIs. If you think they're useful I could add that. The flow check is passing at the moment.",sammacbeth,248111,2019-09-02T12:31:41Z,CONTRIBUTOR,False,1660,1281,9,Extension containing an experimental libdweb APIs,JavaScript,48f0cd596d0298bc64ee8828bfc448cc4550a149,Fix flow errors for TCP
8,https://api.github.com/repos/mozilla/libdweb/pulls/107,107,Bump mixin-deep from 1.3.1 to 1.3.2,"Bumps [mixin-deep](https://github.com/jonschlinkert/mixin-deep) from 1.3.1 to 1.3.2.
<details>
<summary>Commits</summary>

- [`754f0c2`](https://github.com/jonschlinkert/mixin-deep/commit/754f0c20e1bc13ea5a21a64fbc7d6ba5f7b359b9) 1.3.2
- [`90ee1fa`](https://github.com/jonschlinkert/mixin-deep/commit/90ee1fab375fccfd9b926df718243339b4976d50) ensure keys are valid when mixing in values
- See full diff in [compare view](https://github.com/jonschlinkert/mixin-deep/compare/1.3.1...1.3.2)
</details>
<details>
<summary>Maintainer changes</summary>

This version was pushed to npm by [doowb](https://www.npmjs.com/~doowb), a new releaser for mixin-deep since your current version.
</details>
<br />

[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=mixin-deep&package-manager=npm_and_yarn&previous-version=1.3.1&new-version=1.3.2)](https://help.github.com/articles/configuring-automated-security-fixes)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot ignore this [patch|minor|major] version` will close this PR and stop Dependabot creating any more for this minor/major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/mozilla/libdweb/network/alerts).

</details>",dependabot[bot],49699333,2019-08-29T03:33:45Z,NONE,False,3,3,1,Extension containing an experimental libdweb APIs,JavaScript,738a4704068e2ac74812f9edcda6ccaaf9bbaf6d,"Bump mixin-deep from 1.3.1 to 1.3.2

Bumps [mixin-deep](https://github.com/jonschlinkert/mixin-deep) from 1.3.1 to 1.3.2.
- [Release notes](https://github.com/jonschlinkert/mixin-deep/releases)
- [Commits](https://github.com/jonschlinkert/mixin-deep/compare/1.3.1...1.3.2)

Signed-off-by: dependabot[bot] <support@github.com>"
9,https://api.github.com/repos/mozilla/libdweb/pulls/106,106,Bump extend from 3.0.1 to 3.0.2,"Bumps [extend](https://github.com/justmoon/node-extend) from 3.0.1 to 3.0.2.
<details>
<summary>Changelog</summary>

*Sourced from [extend's changelog](https://github.com/justmoon/node-extend/blob/master/CHANGELOG.md).*

> 3.0.2 / 2018-07-19
> ==================
>   * [Fix] Prevent merging `__proto__` property ([#48](https://github-redirect.dependabot.com/justmoon/node-extend/issues/48))
>   * [Dev Deps] update `eslint`, `@ljharb/eslint-config`, `tape`
>   * [Tests] up to `node` `v10.7`, `v9.11`, `v8.11`, `v7.10`, `v6.14`, `v4.9`; use `nvm install-latest-npm`
</details>
<details>
<summary>Commits</summary>

- [`8d106d2`](https://github.com/justmoon/node-extend/commit/8d106d23931c0802e8b88188b0aac433e13358d9) v3.0.2
- [`e97091f`](https://github.com/justmoon/node-extend/commit/e97091fa7557e106042e475ef59e654fa9d2c7ab) [Dev Deps] update `tape`
- [`e841aac`](https://github.com/justmoon/node-extend/commit/e841aac7ce7119606345b440b0a9e7668e848985) [Tests] up to `node` `v10.7`
- [`0e68e71`](https://github.com/justmoon/node-extend/commit/0e68e71d93507fcc391e398bc84abd0666b28190) [Fix] Prevent merging __proto__ property
- [`a689700`](https://github.com/justmoon/node-extend/commit/a689700740b44846e76f8f1dc4bdf230a2cb5c0d) Only apps should have lockfiles
- [`f13c1c4`](https://github.com/justmoon/node-extend/commit/f13c1c4e51c47b90604eb2dc56cc60561e497d36) [Dev Deps] update `eslint`, `@ljharb/eslint-config`, `tape`
- [`f3570fe`](https://github.com/justmoon/node-extend/commit/f3570fe5582dbfba47e60c0cd75b4fb6f01cd3fe) [Tests] up to `node` `v10.0`, `v9.11`, `v8.11`, `v7.10`, `v6.14`, `v4.9`; use...
- See full diff in [compare view](https://github.com/justmoon/node-extend/compare/v3.0.1...v3.0.2)
</details>
<br />

[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=extend&package-manager=npm_and_yarn&previous-version=3.0.1&new-version=3.0.2)](https://help.github.com/articles/configuring-automated-security-fixes)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot ignore this [patch|minor|major] version` will close this PR and stop Dependabot creating any more for this minor/major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/mozilla/libdweb/network/alerts).

</details>",dependabot[bot],49699333,2019-08-07T21:26:50Z,NONE,False,3,3,1,Extension containing an experimental libdweb APIs,JavaScript,d754f2416f7092bc947627b925f7910bcb14b5d4,"Bump extend from 3.0.1 to 3.0.2

Bumps [extend](https://github.com/justmoon/node-extend) from 3.0.1 to 3.0.2.
- [Release notes](https://github.com/justmoon/node-extend/releases)
- [Changelog](https://github.com/justmoon/node-extend/blob/master/CHANGELOG.md)
- [Commits](https://github.com/justmoon/node-extend/compare/v3.0.1...v3.0.2)

Signed-off-by: dependabot[bot] <support@github.com>"
